,,,,,,Time Differences,,,,"Mean Spring, Neap and Sea Level Heights",,,,,,
,,Lat.,S.,Long.,E.,High Water,,Low Water,,,,(metres),,,Range,
No.,Port,°,´,°,´,Mean,Range,Mean,Range,MHWS,MHWN,MLWN,MLWS,MSL,Ratio,
,Waiheke Island,,,,,,,,,,,,,,,
6401,Man o’War Bay,36,47,175,9,-15,-0033 to -0001,-4,-0023 to +0014,3.2,2.6,0.9,0.3,1.8,1,
6401a,Matiatia Bay,36,47,174,59,-11,-0028 to +0005,-2,-0021 to +0016,3.1,2.6,0.9,0.4,1.7,0.93,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
6504,BLUFF,46,36,168,21,hhmm,hhmm to hhmm,hhmm,hhmm to hhmm,2.8,2.4,1,0.6,1.75,,
6506,Colac Bay/Ōraka ,46,22,167,54,-,-,-,-,2.3,1.8,0.9,0.4,1.3,0.86,*
6503,Dog Island,46,39,168,25,-17,-0028 to -0002,-35,-0047 to -0015,2.8,2.3,1,0.5,1.7,1.05,
6506a,Kawakaputa Bay,46,23,167,49,-115,-0148 to -0035,-119,-0148 to -0048,2.8,2.3,0.9,0.4,1.6,1.09,
6505,New River Entrance,46,32,168,15,-22,-,-22,-,2.8,2.5,0.7,0.4,1.6,1.09,*
6500,Nugget Point,46,27,169,49,107,+0012 to +0213,108,+0019 to +0200,2.4,2.1,1,0.5,1.5,0.86,*
6510c,Port Craig,46,13,167,22,-203,-0236 to -0138,-205,-0230 to -0142,3.1,2.6,1.3,0.7,1.9,1.09,
6505a,Riverton/Aparima,46,22,168,1,-54,-0135 to -0033,-52,-0114 to -0034,2.9,2.4,1.2,0.7,1.8,1,
6503a,Ruapuke Island,46,47,168,30,-11,-0035 to +0018,-19,-0040 to +0009,2.7,2.3,0.9,0.5,1.6,1,
6501,Waikawa Harbour,46,39,169,10,122,+0057 to +0138,114,+0057 to +0128,2.5,2.2,0.9,0.5,1.5,0.91,
6502,Waipapa Point,46,39,168,51,-,-,-,-,2.7,2.5,0.9,0.6,1.7,0.95,*
,Stewart Island/Rakiura,,,,,,,,,,,,,,,
6509a,Easy Harbour,47,9,167,34,-200,-0235 to -0140,-201,-0225 to -0143,2.6,2.2,0.9,0.4,1.6,1,
6510,Ernest Islands,46,58,167,41,-200,-0226 to -0131,-203,-0224 to -0134,2.2,1.8,0.7,0.2,1.2,0.91,*
6509,Flour Cask Bay,47,17,167,29,-124,-0146 to -0110,-136,-0145 to -0128,2.8,2.4,1,0.5,1.7,1.05,
6507,Golden Bay,46,54,168,7,-1,-0022 to +0022,-12,-0031 to +0014,2.7,2.2,1.1,0.6,1.7,0.95,
6506c,Halfmoon Bay - Oban,46,54,168,8,-6,-0033 to +0024,-19,-0039 to +0012,2.6,2.2,1.1,0.6,1.6,0.91,
6508,Port  Adventure,47,5,168,11,-11,-0036 to +0038,-13,-0036 to +0027,2.9,2.4,1.1,0.6,1.8,1.05,
6508a,Small Craft Retreat,47,15,167,39,-100,-0123 to -0037,-102,-0118 to -0039,3,2.5,1.1,0.6,1.8,1.09,
6506b,Yankee River,46,41,167,53,-103,-0132 to -0031,-117,-0144 to -0044,2.3,1.9,0.9,0.5,1.4,0.82,
,Sub-Antarctic Islands,,,,,,,,,,,,,,,
6535,Antipodes Island,49,40,178,48,210,-,-,-,1.8,-,-,-,1.1,-,*
6534,Auckland Island - Carnley Harbour,50,50,166,3,-42,-0103 to -0027,-40,-0055 to -0019,1.9,1.4,0.7,0.2,1.1,0.77,
6532,Campbell Island/Motu Ihupuku - Perseverance Harbour,52,33,169,8,13,-,20,-,1.7,1.4,0.9,0.6,1.2,0.5,*
6510b,Snares Islands/Tini Heke - North East Island,48,1,166,36,-140,-0226 to -0117,-143,-0217 to -0124,1.9,1.6,0.7,0.3,1.2,0.73,
6510a,Solander Island (Hautere),46,35,166,53,-206,-0254 to -0144,-207,-0243 to -0146,2.3,2,0.9,0.4,1.4,0.86,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
6490,LYTTELTON,43,36,172,43,hhmm,hhmm to hhmm,hhmm,hhmm to hhmm,2.5,2,0.7,0.3,1.43,,
6487,Kaikōura,42,25,173,42,17,+0010 to +0025,17,+0007 to +0029,2,1.6,0.5,0.2,1.1,0.82,
6491a,Rakaia River Mouth ,43,54,172,13,-46,-,-,-,-,-,-,-,-,-,*
6488,Sumner,43,34,172,46,1,-0002 to +0005,1,-0002 to +0005,2.4,1.9,0.6,0.2,1.3,1,
,Akaroa Harbour,,,,,,,,,,,,,,,
6490a,Akaroa,43,48,172,58,-44,-0126 to +0005,-42,-0122 to +0008,2.7,2.1,0.9,0.4,1.5,1.05,
6491,Tikao Bay,43,48,172,55,-43,-,-42,-,2.6,2.2,0.9,0.6,1.5,0.91,*
,Chatham Island,,,,,,,,,,,,,,,
6536a,Kaingaroa,43,44,176,16W,53,+0035 to +0108,53,+0038 to +0108,1.4,1.1,0.3,0,0.7,0.64,
6536b,Owenga,44,2,176,22W,22,+0007 to +0052,21,+0009 to +0031,1.3,1,0.3,0,0.7,0.59,
6536,Waitangi,43,57,176,34W,22,-0004 to + 0052,21,-0022 to +0101,0.9,0.6,0.2,0,0.4,0.41,
,,,,,,,,,,,,,,,,
,Add a further 45 minutes to obtain Chatham Island Standard Time,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
6394,MARSDEN POINT,35,50,174,30,hhmm,hhmm to hhmm,hhmm,hhmm to hhmm,2.7,2.2,0.9,0.4,1.6,,
6388e,Maitai Bay,34,49,173,25,6,+0010 to +0027,9,-0009 to +0026,2.5,2,0.9,0.3,1.4,0.96,
6396a,Mangawhai Heads,36,5,174,36,4,-0021 to +0027,2,-0023 to +0026,2.4,2.1,0.8,0.4,1.4,0.87,
6389,Mangōnui,34,59,173,32,33,+0004 to +0100,49,+0028 to +0117,2.6,2.2,0.9,0.5,1.6,0.91,
6391c,Ngaiotonga Bay,35,19,174,19,-11,-0029 to +0013,-8,-0024 to +0017,2.5,2,0.8,0.3,1.4,0.96,
6386a,North Cape (Otou),34,25,173,3,13,+0002 to +0026,17,+0006 to +0029,2.3,1.9,0.7,0.2,1.3,0.91,
6395a,Portland Wharf,35,48,174,21,19,+0006 to +0027,13,+0005 to +0023,3.1,2.6,1.1,0.4,1.8,1.17,
6392a,Taiwawe Bay,35,26,174,23,-14,-0031 to +0012,-10,-0026 to +0015,2.5,2,0.8,0.3,1.4,0.96,
6393,Tutukaka Harbour,35,37,174,32,-15,-0035 to +0001,-10,-0029 to +0005,2.3,1.9,0.8,0.3,1.4,0.87,
6391b,Whangamumu Harbour,35,15,174,18,14,-0036 to +0104,31,-0020 to +0115,2.1,1.9,0.6,0.2,1.2,0.83,*
6395,Whangārei,35,46,174,21,21,+0012 to +0027,14,+0007 to +0020,3,2.6,1,0.5,1.8,1.09,
,Awanui River,,,,,,,,,,,,,,,
6388d,Ben Gunn Wharf,35,0,173,16,59,+0041 to +0117,122,+0105 to +0138,2.4,2,0.6,0.2,1.3,0.96,
6388b,Dairy Factory Wharf,35,2,173,15,122,+0043 to +0211,223,+0118 to +0311,2.3,1.8,0.6,0.1,1.2,0.96,*
6388c,Unahi Jetty,35,0,173,15,102,+0004 to +0152,117,+0029 to +0210,2.3,1.9,0.6,0.2,1.3,0.91,*
,Bay of Islands,,,,,,,,,,,,,,,
6390c,Doves Bay,35,12,174,2,-6,-0025 to +0024,-2,-0020 to +0031,2.5,2,0.9,0.3,1.4,0.96,
6390d,Kerikeri,35,13,173,56,2,-0044 to +0049,18,-0028 to +0100,2.3,1.9,0.7,0.2,1.3,0.91,*
6391a,Opua,35,19,174,7,1,-0005 to +0009,0,-0005 to +0010,2.6,2.2,0.9,0.5,1.5,0.91,
6391,Russell,35,16,174,7,0,-0026 to +0025,4,-0023 to +0029,2.5,2,0.9,0.4,1.4,0.91,
6390b,Waitangi,35,16,174,5,22,-,22,-,2.3,2,0.6,0.4,1.4,0.83,*
,Coromandel Peninsula,,,,,,,,,,,,,,,
6409,Port Charles,36,31,175,28,-39,-0059 to -0026,-35,-0055 to -0021,2.3,1.9,0.6,0.1,1.2,0.96,
6408,Port Jackson,36,29,175,20,-37,-0057 to -0020,-32,-0053 to -0015,2.6,2.1,0.8,0.2,1.4,1.04,
,Great Mercury Island (Ahuahu),,,,,,,,,,,,,,,
6410,Huruhi Harbour,36,36,175,46,-43,-0049 to -0036,-39,-0046 to -0033,2.5,1.9,0.8,0.2,1.3,1,
,Great Barrier Island (Aotea Island),,,,,,,,,,,,,,,
6407a,Korotiti Bay,36,11,175,29,-35,-0042 to -0024,-30,-0037 to -0022,2.3,1.9,0.7,0.3,1.3,0.87,
6406,Nagle Cove,36,9,175,19,-31,-0058 to -0011,-27,-0053 to -0005,2.6,2.2,1,0.4,1.5,0.96,
6407,Tryphena,36,19,175,29,-29,-0054 to -0004,-25,-0048 to -0002,2.6,2.2,0.9,0.4,1.5,0.96,
,Houhora Harbour,,,,,,,,,,,,,,,
6387a,Houhora Harbour Entrance,34,50,173,9,19,+0003 to +0041,16,-0003 to +0037,2.6,2.2,0.9,0.5,1.5,0.91,
6387b,Pukenui Wharf,34,49,173,7,30,+0012 to +0100,30,+0012 to +0054,2.7,2.2,0.9,0.5,1.6,0.96,
,Kermadec Islands - Raoul  Island,,,,,,,,,,,,,,,
6537,Fishing Rock,29,15,177,55W,-35,-0049 to -0022,-32,-0052 to -0019,1.7,1.5,0.6,0.4,1.1,0.57,
6537a,Boat Cove,29,17,177,54W,-34,-0051 to -0020,-27,-0048 to -0013,1.7,1.5,0.7,0.4,1.1,0.57,
,Mokohinau Islands,,,,,,,,,,,,,,,
6396,Burgess Island (Pokohinu),35,54,175,7,-24,-0054 to 0000,-20,-0051 to +0002,2.5,2.1,0.9,0.4,1.5,0.91,
,Motukawanui Island,,,,,,,,,,,,,,,
6390a,Waiiti Bay,35,1,173,56,13,-,9,-,2.2,2,0.7,0.5,1.3,0.74,*
,Pārengarenga Harbour,,,,,,,,,,,,,,,
6387,Ngatehe Point,34,31,172,55,140,-,145,-,2.5,2.1,0.7,0.4,1.4,0.91,*
6386b,Te Hāpua,34,31,172,56,56,+0024 to +0125,59,+0030 to +0124,2.6,2.2,0.9,0.4,1.5,0.96,
,Rangaunu Harbour,,,,,,,,,,,,,,,
6388,Kotiatia Point,34,53,173,17,26,+0012 to +0047,27,+0010 to +0045,2.5,2.1,0.9,0.4,1.5,0.91,
6388a,Omaia Island,35,0,173,16,-,-,-,-,2.3,2,0.5,0.2,1.3,0.91,*
,Whangaroa Harbour,,,,,,,,,,,,,,,
6390,Whangaroa,35,3,173,45,6,-0002 to +0017,10,+0003 to +0020,2.5,2.1,0.8,0.3,1.4,0.96,
,Whangaruru Harbour,,,,,,,,,,,,,,,
6392,Rocky Point,35,22,174,21,-,-,-,-,2.2,2,0.6,0.3,1.3,0.83,*
6391d,Tamateatai Point,35,21,174,20,13,-0011 to +0055,19,-0012 to + 0058,2.5,2.1,0.8,0.4,1.4,0.91,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
6432,NAPIER,39,29,176,55,hhmm,hhmm to hhmm,hhmm,hhmm to hhmm,1.8,1.4,0.4,0.1,0.97,,
,Hawke Bay,,,,,,,,,,,,,,,
6432a,Cape Kidnappers / Te Kauwae-a-Maui,39,38,177,5,-20,-,-20,-,-,-,-,-,-,-,*
6428,Portland Island,39,17,177,52,-15,-,-15,-,-,-,-,-,-,-,*
6429,Waikokopu,39,4,177,50,5,-,5,-,1.6,1.5,0.4,0.2,0.9,0.82,*
6430,Wairoa River Mouth,39,3,177,26,0,-,0,-,1.6,1.5,0.3,0.2,0.9,0.82,*
,Wairarapa Coast,,,,,,,,,,,,,,,
6435,Ākitio River Entrance,40,36,176,25,-100,-,-100,-,-,-,-,-,-,-,*
6432b,Bare Island (Motu o Kura),39,50,177,2,-17,-,-17,-,-,-,-,-,-,-,*
6434,Cape Turnagain,40,30,176,37,-49,-,-49,-,-,-,-,-,-,-,*
6436,Castlepoint,40,55,176,13,-18,-0027 to -0011,-18,-0027 to -0011,1.6,1.3,0.3,0,0.8,0.94,
6433a,Porangahau River Entrance,40,15,176,42,-38,-,-38,-,-,-,-,-,-,-,*
6433,Pourerere,40,6,176,52,-30,-,-30,-,-,-,-,-,-,-,*
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
6458,NELSON,41,16,173,16,hhmm,hhmm to hhmm,hhmm,hhmm to hhmm,4.2,3.2,1.4,0.5,2.36,,
6464,Stephens Island (Takapourewa),40,40,174,0,-30,-,-30,-,2.8,2.3,1.1,0.6,1.7,0.59,*
,Golden Bay,,,,,,,,,,,,,,,
6453,Collingwood,40,40,172,40,-,-,-,-,4.7,3.8,1.4,0.5,2.6,1.14,*
6454,Motupipi Inlet,40,50,172,51,-,-,-,-,5,4.1,1.5,0.6,2.8,1.19,*
6452,Tarakohe,40,49,172,54,2,-0003 to +0015,8,+0004 to +0015,4,3,1.3,0.3,2.1,1,
,Kenepuru Sound,,,,,,,,,,,,,,,
6470,Portage,41,12,174,2,-16,-0114 to +0015,-44,-0146 to -0002,3.2,2.3,1.1,0.3,1.7,0.78,
,Pelorus Sound / Te Hoiere,,,,,,,,,,,,,,,
6469,Elaine Bay,41,3,173,46,-26,-0131 to -0009,-38,-0134 to -0018,2.8,2,1.1,0.4,1.5,0.65,
6467c,Elie Bay,41,8,173,59,-27,-0157 to -0006,-40,-0142 to -0020,2.8,2.1,1.1,0.4,1.6,0.65,
6465a,Hamilton Bay,40,55,173,51,-30,-0118 to +0010,-35,-0134 to +0011,2.7,2,1,0.4,1.5,0.62,
6471,Havelock,41,17,173,46,-14,-0110 to +0009,-33,-0118 to -0033,3.2,2.3,1.1,0.4,1.7,0.76,
6468a,Nydia Bay,41,10,173,48,-22,-0152 to +0022,-36,-0157 to +0019,3,2.1,1.1,0.4,1.6,0.7,
6454a,Paparoa Point,40,55,173,1,-33,-0120 to 0000,-39,-0139 to -0005,2.6,1.9,1,0.4,1.4,0.59,
6467,Pelorus Sound Entrance,40,55,173,59,-100,-,-120,-,2.8,2.2,1.1,0.5,1.6,0.62,*
6467b,Richmond Bay,41,1,173,59,-29,-0133 to -0013,-40,-0133 to -0021,2.8,2,1.1,0.4,1.5,0.65,
6467a,Sunday Bay,40,59,174,3,-31,-0125 to +0006,-40,-0144 to +0002,2.6,2,1,0.4,1.4,0.59,
6468,Whakatahuri,41,1,174,3,-51,-0144 to +0029,-43,-0147 to +0028,2.7,2.1,1.1,0.5,1.6,0.59,
6468c,Wilson Bay,41,5,173,54,-24,-0128 to 0000,-39,-0126 to -0016,2.9,2.1,1.1,0.5,1.6,0.65,
6468b,Yncyca Bay,41,8,173,53,-24,-0204 to +0023,-37,-0203 to +0021,3,2.2,1.1,0.4,1.6,0.7,
,Rangitoto ki te Tonga/D’Urville Island,,,,,,,,,,,,,,,
6465,Catherine Cove,40,52,173,53,-31,-0104 to +0005,-32,-0105 to -0007,2.6,1.9,0.8,0.2,1.4,0.65,
6466c,Coppermine Bay,40,56,173,48,-5,-0042 to +0037,-2,-0040 to +0052,3.9,3.1,1.4,0.6,2.2,0.89,
6462,Greville Harbour,40,52,173,48,-20,-,-20,-,3.8,2.9,1.5,0.6,2.2,0.86,*
,Tasman Bay,,,,,,,,,,,,,,,
6455,Astrolabe Roadstead,40,58,173,3,-,-,-,-,4.8,3.8,1.2,0.2,2.5,1.24,*
6460,Croisilles Harbour - Kotiro Point,41,5,173,39,-18,-0122 to +0040,-2,-0114 to +0055,3.6,3,1.2,0.7,2.1,0.78,*
6456,Kaiteriteri,41,3,173,1,1,-0005 to +0010,5,-0002 to +0011,3.9,2.9,1.3,0.3,2.1,0.97,
6455b,Māpua,41,15,173,6,19,-0008 to +0032,19,-0011 to +0039,4.1,3.3,1.6,0.6,2.4,0.95,*
6455a,Motueka,41,8,173,1,5,-0037 to +0036,19,-0040 to +0101,4.2,3.4,1.4,0.6,2.4,0.97,
6466a,Waikawa Bay,40,58,173,48,-,-,-,-,3.9,3.1,1.4,0.6,2.3,0.89,*
,Te Aumiti / French Pass,,,,,,,,,,,,,,,
6466,Elmslie Bay,40,56,173,51,-30,-0118 to +0010,-35,-0133 to +0011,2.7,2,1,0.4,1.5,0.62,
6466b,Man-o-War Bay (Paharakeke),40,56,173,50,-5,-0040 to +0037,-1,-0039 to +0053,3.9,3,1.4,0.6,2.2,0.89,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
6375,ONEHUNGA,36,56,174,47,hhmm,hhmm to hhmm,hhmm,hhmm to hhmm,4.1,3.3,1.4,0.5,2.44,,
,Manukau Harbour,,,,,,,,,,,,,,,
6374c,Clarks Beach,37,9,174,42,8,-0028 to +0026,-3,-0026 to +0014,4.4,3.5,1.6,0.6,2.6,1.06,
6374,Cornwallis,37,0,174,36,-13,-0042 to +0031,-17,-0040 to +0029,3.7,3.1,1.2,0.6,2.2,0.86,
6374a,Papakura Channel - LPG Terminal,37,2,174,50,5,-,-4,-,3.9,3.2,1.1,0.4,2.1,0.97,*
6373,Paratutae Island,37,3,174,31,-33,-0052 to +0002,-28,-0047 to +0005,3.3,2.6,1.1,0.4,1.9,0.81,
6375a,Waiuku,37,15,174,44,30,-,-,-,-,-,-,-,-,-,*
6374b,Weymouth,37,3,174,52,4,-0032 to +0022,-2,-0027 to +0014,4.5,3.6,1.6,0.6,2.6,1.08,
,West Coast Beaches,,,,,,,,,,,,,,,
6375c,Anawhata,36,56,174,27,-101,-0113 to -0043,-58,-0109 to -0043,3.2,2.5,1,0.3,1.7,0.81,
6375e,Muriwai Beach,36,50,174,26,-40,-,-30,-,-,-,-,-,-,-,*
6375b,Piha Beach,36,57,174,28,-45,-,-35,-,-,-,-,-,-,-,*
6375d,Te Henga (Bethells Beach),36,53,174,27,-40,-,-50,-,-,-,-,-,-,-,*
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
6477,PICTON,41,17,174,0,hhmm,hhmm to hhmm,hhmm,hhmm to hhmm,1.5,1,0.5,0.1,0.84,,
,Cook Strait,,,,,,,,,,,,,,,
6480,Fishermans Rock,41,4,174,36,0,-,0,-,1.5,1,0.5,0,0.7,1.07,*
,Queen Charlotte Sound / Tōtaranui,,,,,,,,,,,,,,,
6470b,Anakakata Bay,41,3,174,17,0,-0029 to +0046,13,-0014 to +0036,1.7,1.1,0.5,0.1,0.8,1.14,
6470a,Dryden Bay,41,10,174,11,2,-0103 to +0246,10,-0041 to +0109,1.6,1.1,0.5,0,0.8,1.14,
6476,East Bay,41,14,174,8,3,-0104 to +0127,4,-0042 to +0038,1.5,1,0.5,0,0.8,1.07,
6474,Long Island,41,7,174,17,0,-0032 to +0056,8,-0028 to +0028,1.6,1.1,0.6,0.1,0.8,1.07,
6478,Okiwa Bay,41,17,173,55,-3,-,-6,-,1.5,1,0.5,0,0.7,1.07,*
,Tory Channel / Kura Te Au,,,,,,,,,,,,,,,
6479a,Okukari Bay,41,12,174,19,-56,-0240 to +0017,-39,-0202 to +0008,1.2,0.8,0.5,0.1,0.7,0.79,
6479,Te Iro Bay,41,14,174,11,-7,-0114 to +0114,-5,-0103 to +0039,1.4,0.9,0.4,0,0.7,1,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
6497,PORT CHALMERS,45,49,170,39,hhmm,hhmm to hhmm,hhmm,hhmm to hhmm,2.1,1.7,0.5,0.1,1.14,,
6494,Oamaru,45,6,170,59,2,-0011 to +0014,2,-0019 to +0024,2.3,1.9,0.8,0.5,1.4,0.9,
6496,Spit Wharf,45,47,170,43,-13,-0017 to -0009,-24,-0029 to -0018,2,1.6,0.5,0.2,1.1,0.9,
6499,Green Island,45,57,170,23,-39,-80,-38,-0045 to -0030,2,1.7,0.4,0.1,1,0.95,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
6366,PORT TARANAKI,39,3,174,2,hhmm,hhmm to hhmm,hhmm,hhmm to hhmm,3.5,2.7,1.1,0.3,1.96,,
6370,Aotea Harbour,38,0,174,50,-4,-,-4,-,3.7,2.9,1.2,0.4,2.1,1.03,*
6369,Kawhia,38,4,174,49,24,+0002 to +0036,0,-0011 to +0009,3.7,2.9,1.2,0.4,2.1,1.03,
6442,Mākara Beach,41,13,174,42,-40,-,-40,-,1.3,0.9,0.7,0.3,0.8,0.31,*
6371,Raglan,37,48,174,53,31,+0008 to +0046,14,+0003 to +0025,3.3,2.6,0.9,0.1,1.8,1,
6372,Waikato River Entrance,37,24,174,45,-4,-,-4,-,3.7,3,1.2,0.5,2.1,1,*
,Far North,,,,,,,,,,,,,,,
6384,Ahipara Bay,35,10,173,7,-15,-,-15,-,3.6,2.9,1.1,0.4,2,1,*
6386,Cape Maria van Diemen,34,29,172,38,-35,-,-35,-,2.4,2.1,0.6,0.3,1.4,0.66,*
,Hokianga Harbour,,,,,,,,,,,,,,,
6382,Kohukohu,35,22,173,32,36,-0020 to +0103,33,-0010 to +0053,3.6,2.8,1,0.1,1.9,1.09,
6380c,Ōmāpere,35,32,173,23,-5,-0032 to +0028,1,-0022 to +0022,2.9,2.3,0.8,0.1,1.6,0.88,
6381,Opononi,35,30,173,24,7,-0031 to +0031,10,-0029 to +0032,3,2.3,0.8,0.1,1.6,0.91,
6381a,Rawene,35,24,173,30,27,-0023 to +0052,27,-0014 to +0048,3.5,2.7,1,0.1,1.9,1.06,
6381b,Te Karaka,35,25,173,25,17,-0020 to +0044,21,-0018 to +0043,3.2,2.5,0.9,0.1,1.7,0.97,
,Horowhenua,,,,,,,,,,,,,,,
6445,Manawatu River Entrance,40,28,175,13,-20,-,-20,-,2.4,1.8,0.9,0.2,1.3,0.69,*
6444b,Ōtaki River Entrance,40,45,175,6,-20,-,-20,-,-,-,-,-,-,-,*
6444c,Waitarere Beach,40,34,175,11,-20,-,-20,-,-,-,-,-,-,-,*
,Kaipara Harbour,,,,,,,,,,,,,,,
6380b,Dargaville,35,56,173,52,228,,346,,-,-,-,-,-,-,*
6378a,Helensville,36,40,174,27,222,-,249,-,-,-,-,-,-,-,*
6376,Island Point,36,14,174,5,46,-,46,-,3.6,2.8,1.1,0.3,1.9,1.03,
6379b,Pahi,36,9,174,14,120,+0020 to +0153,116,+0032 to +0142,3.9,3.1,1.1,0.3,2.1,1.13,
6378b,Port Albert,36,16,174,26,119,+0018 to +0152,121,+0027 to +0148,3.9,3.1,1.2,0.3,2.2,1.13,
6377,Pouto Point,36,22,174,11,42,+0024 to +0054,37,+0019 to +0047,3.3,2.7,1,0.3,1.8,0.94,
6380d,Raupo,36,7,173,59,132,+0050 to +0203,151,+0053 to +0220,3.7,2.9,1,0.2,2,1.09,
6378,Shelly Beach,36,34,174,23,100,+0015 to +0132,57,+0023 to +0120,3.9,3,1.2,0.3,2.1,1.13,
6380,Te Kōpuru,36,2,173,56,156,-,236,-,3.4,3,-,-,-,-,*
6380a,Tikinui,36,7,173,58,138,+0044 to +0216,155,+0046 to +0131,3.8,2.9,0.8,0.1,2,1.16,
6379,Tinopai,36,15,174,15,104,+0022 to +0135,108,+0026 to +0136,3.5,2.8,1,0.2,1.9,1.03,
6379a,Whakapirau,36,9,174,15,125,-,107,-,3.9,3,1.2,0.3,2.1,1.13,
,Kapiti,,,,,,,,,,,,,,,
6444a,Kapiti Island - Waiorua Bay,40,50,174,57,3,-0111 to +0042,1,-0156 to +0138,1.9,1.2,0.7,0.1,0.9,0.56,
6443b,Paraparaumu Beach,40,54,174,59,-20,-,-20,-,-,-,-,-,-,-,*
6444,Waikanae River Entrance,40,52,175,0,0,-0155 to +0050,-4,-0152 to +0214,1.9,1.2,0.6,0,0.9,0.59,*
,Manawatāwhi/Three Kings Islands,,,,,,,,,,,,,,,
6385,Manawatāwhi/Great Island - North West Bay,34,9,172,9,-136,-,-133,-,2.4,2,0.7,0.4,1.4,0.63,
,North Taranaki Bight,,,,,,,,,,,,,,,
6367,Waitara River Entrance,38,59,174,14,0,-,0,-,3.5,2.9,1.1,0.4,2,0.97,*
,Porirua,,,,,,,,,,,,,,,
6443a,Karehana Bay,41,4,174,51,-7,-0247 to +0144,-18,-0318 to +0120,1.7,1.1,0.9,0.3,1,0.44,
6443,Mana Marina,41,6,174,52,3,-0225 to +0050,-10,-0242 to +0118,1.7,1.2,0.9,0.4,1,0.41,
,South Taranaki Bight,,,,,,,,,,,,,,,
6451,Ōpunake Bay,39,28,173,51,8,-0029 to +0055,9,-0020 to +0055,3.6,2.6,1.2,0.2,1.9,1.06,
6449,Pātea,39,47,174,29,34,-,100,-,2.5,1.9,0.8,0.2,1.3,0.72,*
6447,Whanganui River Entrance,39,57,174,59,20,-0041 to +0145,23,-0056 to +0141,3,2.1,1.3,0.4,1.7,0.81,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
